Year,Economy,Economy Label,Index,Index Label,Index Base 2015,Index Base 2015 Footnote,Index Base 2015 Missing value
2005,5222,"Central America",2,"Value index of imports",55.9723,,
2005,5222,"Central America",3,"Volume index of exports",69.4406,,
2005,5222,"Central America",4,"Volume index of imports",64.1855,,
2005,5222,"Central America",5,"Unit value index of exports",81.5049,,
2005,5222,"Central America",6,"Unit value index of imports",87.0075,,
2005,5222,"Central America",7,"Terms of trade index",93.6758,,
2005,5222,"Central America",8,"Purchasing power index of exports",65.0774,,
2005,5223,"South America",1,"Value index of exports",68.8773,,
2005,5223,"South America",2,"Value index of imports",45.3201,,
2005,5223,"South America",3,"Volume index of exports",92.3833,,
2005,5223,"South America",4,"Volume index of imports",54.4626,,
2005,5223,"South America",5,"Unit value index of exports",74.4072,,
2005,5223,"South America",6,"Unit value index of imports",82.6488,,
2005,5223,"South America",7,"Terms of trade index",90.0282,,
2005,5223,"South America",8,"Purchasing power index of exports",83.3374,,
2005,5300,"Asia",1,"Value index of exports",52.3455,,
2005,5300,"Asia",2,"Value index of imports",51.6251,,
2005,5300,"Asia",3,"Volume index of exports",57.6446,,
2005,5300,"Asia",4,"Volume index of imports",60.0856,,
2005,5300,"Asia",5,"Unit value index of exports",89.4742,,
2005,5300,"Asia",6,"Unit value index of imports",85.1104,,
2005,5300,"Asia",7,"Terms of trade index",105.1273,,
2005,5300,"Asia",8,"Purchasing power index of exports",61.503,,
2005,5310,"Central Asia",1,"Value index of exports",57.7623,,
2005,5310,"Central Asia",2,"Value index of imports",46.6946,,
2005,5310,"Central Asia",3,"Volume index of exports",62.753,,
2005,5310,"Central Asia",4,"Volume index of imports",53.9722,,
2005,5310,"Central Asia",5,"Unit value index of exports",90.5603,,
2005,5310,"Central Asia",6,"Unit value index of imports",85.9991,,
2005,5310,"Central Asia",7,"Terms of trade index",105.3037,,
2005,5310,"Central Asia",8,"Purchasing power index of exports",67.1662,,
2005,5330,"Eastern Asia",1,"Value index of exports",50.5005,,
2005,5330,"Eastern Asia",2,"Value index of imports",53.8708,,
2005,5330,"Eastern Asia",3,"Volume index of exports",54.5239,,
2005,5330,"Eastern Asia",4,"Volume index of imports",62.6703,,
2005,5330,"Eastern Asia",5,"Unit value index of exports",92.5104,,
2005,5330,"Eastern Asia",6,"Unit value index of imports",85.6385,,
2005,5330,"Eastern Asia",7,"Terms of trade index",108.0243,,
2005,5330,"Eastern Asia",8,"Purchasing power index of exports",58.9693,,
2005,5350,"South-eastern Asia",1,"Value index of exports",56.2575,,
2005,5350,"South-eastern Asia",2,"Value index of imports",54.8838,,
2005,5350,"South-eastern Asia",3,"Volume index of exports",66.7053,,
2005,5350,"South-eastern Asia",4,"Volume index of imports",63.1985,,
2005,5350,"South-eastern Asia",5,"Unit value index of exports",83.5611,,
2005,5350,"South-eastern Asia",6,"Unit value index of imports",85.8079,,
2005,5350,"South-eastern Asia",7,"Terms of trade index",97.3816,,
2005,5350,"South-eastern Asia",8,"Purchasing power index of exports",65.5621,,
2005,5320,"Southern Asia",1,"Value index of exports",46.6863,,
2005,5320,"Southern Asia",2,"Value index of imports",42.1826,,
2005,5320,"Southern Asia",3,"Volume index of exports",57.5864,,
2005,5320,"Southern Asia",4,"Volume index of imports",47.2468,,
2005,5320,"Southern Asia",5,"Unit value index of exports",79.9564,,
2005,5320,"Southern Asia",6,"Unit value index of imports",88.3994,,
2005,5320,"Southern Asia",7,"Terms of trade index",90.4491,,
2005,5320,"Southern Asia",8,"Purchasing power index of exports",52.813,,
2005,5340,"Western Asia",1,"Value index of exports",57.5644,,
2005,5340,"Western Asia",2,"Value index of imports",45.2745,,
2005,5340,"Western Asia",3,"Volume index of exports",61.8071,,
2005,5340,"Western Asia",4,"Volume index of imports",55.5243,,
2005,5340,"Western Asia",5,"Unit value index of exports",91.5903,,
2005,5340,"Western Asia",6,"Unit value index of imports",80.1931,,
2005,5340,"Western Asia",7,"Terms of trade index",114.2121,,
2005,5340,"Western Asia",8,"Purchasing power index of exports",71.7822,,
2005,5400,"Europe",1,"Value index of exports",74.4725,,
2005,5400,"Europe",2,"Value index of imports",77.6509,,
2005,5400,"Europe",3,"Volume index of exports",83.3234,,
2005,5400,"Europe",4,"Volume index of imports",87.3636,,
2005,5400,"Europe",5,"Unit value index of exports",88.7445,,
2005,5400,"Europe",6,"Unit value index of imports",89.1892,,
2005,5400,"Europe",7,"Terms of trade index",99.5014,,
2005,5400,"Europe",8,"Purchasing power index of exports",83.4994,,
2005,5410,"Eastern Europe",1,"Value index of exports",58.239,,
2005,5410,"Eastern Europe",2,"Value index of imports",59.8753,,
2005,5410,"Eastern Europe",3,"Volume index of exports",65.2253,,
2005,5410,"Eastern Europe",4,"Volume index of imports",68.6923,,
2005,5410,"Eastern Europe",5,"Unit value index of exports",87.0708,,
2005,5410,"Eastern Europe",6,"Unit value index of imports",86.3997,,
2005,5410,"Eastern Europe",7,"Terms of trade index",100.7767,,
2005,5410,"Eastern Europe",8,"Purchasing power index of exports",67.4065,,
2005,5420,"Northern Europe",1,"Value index of exports",86.9009,,
2005,5420,"Northern Europe",2,"Value index of imports",81.6625,,
2005,5420,"Northern Europe",3,"Volume index of exports",91.4791,,
2005,5420,"Northern Europe",4,"Volume index of imports",81.6934,,
2005,5420,"Northern Europe",5,"Unit value index of exports",94.6363,,
2005,5420,"Northern Europe",6,"Unit value index of imports",100.044,,
2005,5420,"Northern Europe",7,"Terms of trade index",94.5947,,
2005,5420,"Northern Europe",8,"Purchasing power index of exports",86.8626,,
2005,5430,"Southern Europe",1,"Value index of exports",73.8999,,
2005,5430,"Southern Europe",2,"Value index of imports",91.8715,,
2005,5430,"Southern Europe",3,"Volume index of exports",84.7569,,
2005,5430,"Southern Europe",4,"Volume index of imports",108.0966,,
2005,5430,"Southern Europe",5,"Unit value index of exports",87.7463,,
2005,5430,"Southern Europe",6,"Unit value index of imports",87.8969,,
2005,5430,"Southern Europe",7,"Terms of trade index",99.8287,,
2005,5430,"Southern Europe",8,"Purchasing power index of exports",84.0757,,
2005,5440,"Western Europe",1,"Value index of exports",75.751,,
2005,5440,"Western Europe",2,"Value index of imports",76.8237,,
2005,5440,"Western Europe",3,"Volume index of exports",86.4931,,
2005,5440,"Western Europe",4,"Volume index of imports",88.2812,,
2005,5440,"Western Europe",5,"Unit value index of exports",87.3182,,
2005,5440,"Western Europe",6,"Unit value index of imports",86.9449,,
2005,5440,"Western Europe",7,"Terms of trade index",100.4294,,
2005,5440,"Western Europe",8,"Purchasing power index of exports",87.1252,,
2005,5500,"Oceania",1,"Value index of exports",57.5442,,
2005,5500,"Oceania",2,"Value index of imports",62.6402,,
2005,5500,"Oceania",3,"Volume index of exports",70.8092,,
2005,5500,"Oceania",4,"Volume index of imports",68.0601,,
2005,5500,"Oceania",5,"Unit value index of exports",80.7085,,
2005,5500,"Oceania",6,"Unit value index of imports",91.9738,,
2005,5500,"Oceania",7,"Terms of trade index",87.7516,,
2005,5500,"Oceania",8,"Purchasing power index of exports",62.5658,,
2005,0001,"Individual economies",1,"Value index of exports",,,"Not applicable"
2005,0001,"Individual economies",2,"Value index of imports",,,"Not applicable"
2005,0001,"Individual economies",3,"Volume index of exports",,,"Not applicable"
2005,0001,"Individual economies",4,"Volume index of imports",,,"Not applicable"
2005,0001,"Individual economies",5,"Unit value index of exports",,,"Not applicable"
2005,0001,"Individual economies",6,"Unit value index of imports",,,"Not applicable"
2005,0001,"Individual economies",7,"Terms of trade index",,,"Not applicable"
2005,0001,"Individual economies",8,"Purchasing power index of exports",,,"Not applicable"
2005,004,"Afghanistan",1,"Value index of exports",64.3147,,
2005,004,"Afghanistan",2,"Value index of imports",38.621,,
2005,004,"Afghanistan",3,"Volume index of exports",79.7906,,
2005,004,"Afghanistan",4,"Volume index of imports",46.8156,,
2005,004,"Afghanistan",5,"Unit value index of exports",80.6043,,
2005,004,"Afghanistan",6,"Unit value index of imports",82.496,,
2005,004,"Afghanistan",7,"Terms of trade index",97.707,,
2005,004,"Afghanistan",8,"Purchasing power index of exports",77.961,,
2005,008,"Albania",1,"Value index of exports",38.4568,,
2005,008,"Albania",2,"Value index of imports",71.303,,
2005,008,"Albania",3,"Volume index of exports",42.7295,,
2005,008,"Albania",4,"Volume index of imports",84.9602,,
2005,008,"Albania",5,"Unit value index of exports",90.0005,,
2005,008,"Albania",6,"Unit value index of imports",83.9251,,
2005,008,"Albania",7,"Terms of trade index",107.239,,
2005,008,"Albania",8,"Purchasing power index of exports",45.8228,,
2005,012,"Algeria",1,"Value index of exports",132.6941,,
2005,012,"Algeria",2,"Value index of imports",39.3737,,
2005,012,"Algeria",3,"Volume index of exports",142.6357,,
2005,012,"Algeria",4,"Volume index of imports",37.1021,,
2005,012,"Algeria",5,"Unit value index of exports",93.0301,,
2005,012,"Algeria",6,"Unit value index of imports",106.1227,,
2005,012,"Algeria",7,"Terms of trade index",87.6627,,
2005,012,"Algeria",8,"Purchasing power index of exports",125.0384,,
2005,016,"American Samoa",1,"Value index of exports",100.6365,,
2005,016,"American Samoa",2,"Value index of imports",69.2412,,
2005,016,"American Samoa",3,"Volume index of exports",10.177,,
2005,016,"American Samoa",4,"Volume index of imports",62.5383,,
2005,016,"American Samoa",5,"Unit value index of exports",988.8653,,
2005,016,"American Samoa",6,"Unit value index of imports",110.7182,,
2005,016,"American Samoa",7,"Terms of trade index",893.1372,,
2005,016,"American Samoa",8,"Purchasing power index of exports",90.8942,,
2005,020,"Andorra",1,"Value index of exports",157.8329,,
2005,020,"Andorra",2,"Value index of imports",139.404,,
2005,020,"Andorra",3,"Volume index of exports",152.4831,,
2005,020,"Andorra",4,"Volume index of imports",149.58,,
2005,020,"Andorra",5,"Unit value index of exports",103.5085,,
2005,020,"Andorra",6,"Unit value index of imports",93.1969,,
2005,020,"Andorra",7,"Terms of trade index",111.0643,,
2005,020,"Andorra",8,"Purchasing power index of exports",169.3542,,
2005,024,"Angola",1,"Value index of exports",72.6588,,
2005,024,"Angola",2,"Value index of imports",44.8262,,
2005,024,"Angola",3,"Volume index of exports",72.0109,,
2005,024,"Angola",4,"Volume index of imports",53.9116,,
2005,024,"Angola",5,"Unit value index of exports",100.8997,,
2005,024,"Angola",6,"Unit value index of imports",83.1478,,
2005,024,"Angola",7,"Terms of trade index",121.3499,,
2005,024,"Angola",8,"Purchasing power index of exports",87.3851,,
2005,660,"Anguilla",1,"Value index of exports",137.0134,,
2005,660,"Anguilla",2,"Value index of imports",64.107,,
2005,660,"Anguilla",3,"Volume index of exports",115.3163,,
2005,660,"Anguilla",4,"Volume index of imports",69.3546,,
2005,660,"Anguilla",5,"Unit value index of exports",118.8153,,
2005,660,"Anguilla",6,"Unit value index of imports",92.4336,,
2005,660,"Anguilla",7,"Terms of trade index",128.5413,,
2005,660,"Anguilla",8,"Purchasing power index of exports",148.229,,
2005,028,"Antigua and Barbuda",1,"Value index of exports",124.3587,,
2005,028,"Antigua and Barbuda",2,"Value index of imports",122.5,,
2005,028,"Antigua and Barbuda",3,"Volume index of exports",110.2892,,
2005,028,"Antigua and Barbuda",4,"Volume index of imports",132.7529,,
2005,028,"Antigua and Barbuda",5,"Unit value index of exports",112.7569,,
2005,028,"Antigua and Barbuda",6,"Unit value index of imports",92.2768,,
2005,028,"Antigua and Barbuda",7,"Terms of trade index",122.1943,,
2005,028,"Antigua and Barbuda",8,"Purchasing power index of exports",134.7671,,
2005,032,"Argentina",1,"Value index of exports",71.0605,,
2005,032,"Argentina",2,"Value index of imports",47.6517,,
2005,032,"Argentina",3,"Volume index of exports",107.051,,
2005,032,"Argentina",4,"Volume index of imports",55.096,,
2005,032,"Argentina",5,"Unit value index of exports",66.3801,,
2005,032,"Argentina",6,"Unit value index of imports",86.4885,,
2005,032,"Argentina",7,"Terms of trade index",76.7501,,
2005,032,"Argentina",8,"Purchasing power index of exports",82.1618,,
2005,051,"Armenia",1,"Value index of exports",64.4448,,
2005,051,"Armenia",2,"Value index of imports",54.8241,,
2005,051,"Armenia",3,"Volume index of exports",83.8485,,
2005,051,"Armenia",4,"Volume index of imports",62.2425,,
2005,051,"Armenia",5,"Unit value index of exports",76.8586,,
2005,051,"Armenia",6,"Unit value index of imports",88.0816,,
2005,051,"Armenia",7,"Terms of trade index",87.2584,,
2005,051,"Armenia",8,"Purchasing power index of exports",73.1649,,
2005,533,"Aruba",1,"Value index of exports",1376.6851,,
2005,533,"Aruba",2,"Value index of imports",298.9236,,
2005,533,"Aruba",3,"Volume index of exports",2291.8349,,
2005,533,"Aruba",4,"Volume index of imports",313.4956,,
2005,533,"Aruba",5,"Unit value index of exports",60.0691,,
2005,533,"Aruba",6,"Unit value index of imports",95.3518,,
2005,533,"Aruba",7,"Terms of trade index",62.9974,,
2005,533,"Aruba",8,"Purchasing power index of exports",1443.7963,,
2005,036,"Australia",1,"Value index of exports",56.5298,,
2005,036,"Australia",2,"Value index of imports",60.0866,,
2005,036,"Australia",3,"Volume index of exports",70.6677,,
2005,036,"Australia",4,"Volume index of imports",66.3827,,
2005,036,"Australia",5,"Unit value index of exports",79.9939,,
2005,036,"Australia",6,"Unit value index of imports",90.5154,,
2005,036,"Australia",7,"Terms of trade index",88.3761,,
2005,036,"Australia",8,"Purchasing power index of exports",62.4533,,
2005,040,"Austria",1,"Value index of exports",81.9639,,
2005,040,"Austria",2,"Value index of imports",81.596,,
2005,040,"Austria",3,"Volume index of exports",86.9202,,
2005,040,"Austria",4,"Volume index of imports",93.4598,,
2005,040,"Austria",5,"Unit value index of exports",94.298,,
2005,040,"Austria",6,"Unit value index of imports",87.306,,
2005,040,"Austria",7,"Terms of trade index",108.0086,,
2005,040,"Austria",8,"Purchasing power index of exports",93.8812,,
2005,031,"Azerbaijan",1,"Value index of exports",46.7308,,
2005,031,"Azerbaijan",2,"Value index of imports",50.0513,,
2005,031,"Azerbaijan",3,"Volume index of exports",44.8457,,
2005,031,"Azerbaijan",4,"Volume index of imports",56.2335,,
2005,031,"Azerbaijan",5,"Unit value index of exports",104.2035,,
2005,031,"Azerbaijan",6,"Unit value index of imports",89.0062,,
2005,031,"Azerbaijan",7,"Terms of trade index",117.0744,,
2005,031,"Azerbaijan",8,"Purchasing power index of exports",52.5029,,
2005,044,"Bahamas",1,"Value index of exports",96.3587,,
2005,044,"Bahamas",2,"Value index of imports",83.2279,,
2005,044,"Bahamas",3,"Volume index of exports",130.0732,,
2005,044,"Bahamas",4,"Volume index of imports",101.6697,,
2005,044,"Bahamas",5,"Unit value index of exports",74.0804,,
2005,044,"Bahamas",6,"Unit value index of imports",81.8611,,
2005,044,"Bahamas",7,"Terms of trade index",90.4953,,
2005,044,"Bahamas",8,"Purchasing power index of exports",117.7101,,
2005,048,"Bahrain",1,"Value index of exports",61.0139,,
2005,048,"Bahrain",2,"Value index of imports",75.9256,,
2005,048,"Bahrain",3,"Volume index of exports",65.3882,,
2005,048,"Bahrain",4,"Volume index of imports",77.3076,,
2005,048,"Bahrain",5,"Unit value index of exports",93.3102,,
2005,048,"Bahrain",6,"Unit value index of imports",98.2124,,
2005,048,"Bahrain",7,"Terms of trade index",95.0086,,
2005,048,"Bahrain",8,"Purchasing power index of exports",62.1244,,
2005,050,"Bangladesh",1,"Value index of exports",28.6887,,
2005,050,"Bangladesh",2,"Value index of imports",32.9246,,
2005,050,"Bangladesh",3,"Volume index of exports",35.0776,,
2005,050,"Bangladesh",4,"Volume index of imports",43.8409,,
2005,050,"Bangladesh",5,"Unit value index of exports",81.7863,,
2005,050,"Bangladesh",6,"Unit value index of imports",75.1002,,
2005,050,"Bangladesh",7,"Terms of trade index",108.903,,
2005,050,"Bangladesh",8,"Purchasing power index of exports",38.2005,,
2005,052,"Barbados",1,"Value index of exports",74.5333,,
2005,052,"Barbados",2,"Value index of imports",100.2793,,
2005,052,"Barbados",3,"Volume index of exports",86.7048,,
2005,052,"Barbados",4,"Volume index of imports",109.7305,,
2005,052,"Barbados",5,"Unit value index of exports",85.9621,,
2005,052,"Barbados",6,"Unit value index of imports",91.387,,
2005,052,"Barbados",7,"Terms of trade index",94.0639,,
2005,052,"Barbados",8,"Purchasing power index of exports",81.5579,,
2005,112,"Belarus",1,"Value index of exports",59.717,,
2005,112,"Belarus",2,"Value index of imports",55.8032,,
2005,112,"Belarus",3,"Volume index of exports",73.6996,,
2005,112,"Belarus",4,"Volume index of imports",69.257,,
2005,112,"Belarus",5,"Unit value index of exports",81.0276,,
2005,112,"Belarus",6,"Unit value index of imports",80.5742,,
2005,112,"Belarus",7,"Terms of trade index",100.5628,,
2005,112,"Belarus",8,"Purchasing power index of exports",74.1143,,
2005,056,"Belgium",1,"Value index of exports",84.2654,,
2005,056,"Belgium",2,"Value index of imports",84.8667,,
2005,056,"Belgium",3,"Volume index of exports",89.1882,,
2005,056,"Belgium",4,"Volume index of imports",91.0576,,
2005,056,"Belgium",5,"Unit value index of exports",94.4805,,
2005,056,"Belgium",6,"Unit value index of imports",93.2011,,
2005,056,"Belgium",7,"Terms of trade index",101.3727,,
2005,056,"Belgium",8,"Purchasing power index of exports",90.4124,,
2005,084,"Belize",1,"Value index of exports",62.4831,,
2005,084,"Belize",2,"Value index of imports",51.8533,,
2005,084,"Belize",3,"Volume index of exports",74.8851,,
2005,084,"Belize",4,"Volume index of imports",67.0578,,
2005,084,"Belize",5,"Unit value index of exports",83.4387,,
2005,084,"Belize",6,"Unit value index of imports",77.3263,,
2005,084,"Belize",7,"Terms of trade index",107.9047,,
2005,084,"Belize",8,"Purchasing power index of exports",80.8045,,
2005,204,"Benin",1,"Value index of exports",34.1314,,
2005,204,"Benin",2,"Value index of imports",39.3725,,
2005,204,"Benin",3,"Volume index of exports",41.1471,,
2005,204,"Benin",4,"Volume index of imports",53.3171,,
2005,204,"Benin",5,"Unit value index of exports",82.9498,,
2005,204,"Benin",6,"Unit value index of imports",73.8458,,
2005,204,"Benin",7,"Terms of trade index",112.3285,,
2005,204,"Benin",8,"Purchasing power index of exports",46.2199,,
2005,060,"Bermuda",1,"Value index of exports",252.5366,,
2005,060,"Bermuda",2,"Value index of imports",106.49,,
2005,060,"Bermuda",3,"Volume index of exports",238.0153,,
2005,060,"Bermuda",4,"Volume index of imports",125.1042,,
2005,060,"Bermuda",5,"Unit value index of exports",106.101,,
2005,060,"Bermuda",6,"Unit value index of imports",85.1211,,
2005,060,"Bermuda",7,"Terms of trade index",124.6471,,
2005,060,"Bermuda",8,"Purchasing power index of exports",296.6792,,
2005,064,"Bhutan",1,"Value index of exports",46.7545,,
2005,064,"Bhutan",2,"Value index of imports",37.1657,,
2005,064,"Bhutan",3,"Volume index of exports",40.9697,,
2005,064,"Bhutan",4,"Volume index of imports",43.9147,,
2005,064,"Bhutan",5,"Unit value index of exports",114.1197,,
2005,064,"Bhutan",6,"Unit value index of imports",84.6316,,
2005,064,"Bhutan",7,"Terms of trade index",134.8429,,
2005,064,"Bhutan",8,"Purchasing power index of exports",55.2448,,
2005,068,"Bolivia (Plurinational State of)",1,"Value index of exports",32.3945,,
2005,068,"Bolivia (Plurinational State of)",2,"Value index of imports",24.8896,,
2005,068,"Bolivia (Plurinational State of)",3,"Volume index of exports",54.867,,
2005,068,"Bolivia (Plurinational State of)",4,"Volume index of imports",44.3312,,
2005,068,"Bolivia (Plurinational State of)",5,"Unit value index of exports",59.0418,,
2005,068,"Bolivia (Plurinational State of)",6,"Unit value index of imports",56.1446,,
2005,068,"Bolivia (Plurinational State of)",7,"Terms of trade index",105.1603,,
2005,068,"Bolivia (Plurinational State of)",8,"Purchasing power index of exports",57.6983,,
2005,070,"Bosnia and Herzegovina",1,"Value index of exports",47.326,,
2005,070,"Bosnia and Herzegovina",2,"Value index of imports",76.9712,,
2005,070,"Bosnia and Herzegovina",3,"Volume index of exports",58.1988,,
2005,070,"Bosnia and Herzegovina",4,"Volume index of imports",90.3689,,
2005,070,"Bosnia and Herzegovina",5,"Unit value index of exports",81.3179,,
2005,070,"Bosnia and Herzegovina",6,"Unit value index of imports",85.1744,,
2005,070,"Bosnia and Herzegovina",7,"Terms of trade index",95.4722,,
2005,070,"Bosnia and Herzegovina",8,"Purchasing power index of exports",55.5636,,
2005,072,"Botswana",1,"Value index of exports",69.9264,,
2005,072,"Botswana",2,"Value index of imports",42.4262,,
2005,072,"Botswana",3,"Volume index of exports",87.1695,,
2005,072,"Botswana",4,"Volume index of imports",57.3947,,
2005,072,"Botswana",5,"Unit value index of exports",80.2189,,
2005,072,"Botswana",6,"Unit value index of imports",73.92,,
2005,072,"Botswana",7,"Terms of trade index",108.5212,,
2005,072,"Botswana",8,"Purchasing power index of exports",94.5974,,
2005,076,"Brazil",1,"Value index of exports",63.4583,,
2005,076,"Brazil",2,"Value index of imports",43.0165,,
2005,076,"Brazil",3,"Volume index of exports",87.1157,,
2005,076,"Brazil",4,"Volume index of imports",54.8348,,
2005,076,"Brazil",5,"Unit value index of exports",72.8438,,
2005,076,"Brazil",6,"Unit value index of imports",78.4476,,
2005,076,"Brazil",7,"Terms of trade index",92.8566,,
2005,076,"Brazil",8,"Purchasing power index of exports",80.8927,,
2005,092,"British Virgin Islands",1,"Value index of exports",154.9951,,
2005,092,"British Virgin Islands",2,"Value index of imports",146.3905,,
2005,092,"British Virgin Islands",3,"Volume index of exports",200.534,,
2005,092,"British Virgin Islands",4,"Volume index of imports",183.615,,
2005,092,"British Virgin Islands",5,"Unit value index of exports",77.2912,,
2005,092,"British Virgin Islands",6,"Unit value index of imports",79.7269,,
2005,092,"British Virgin Islands",7,"Terms of trade index",96.9449,,
